size,size,size,size,size,size,size,size,reduced_lunch,reduced_lunch,reduced_lunch,reduced_lunch,reduced_lunch,reduced_lunch,reduced_lunch,reduced_lunch,state_percentile_16,state_percentile_16,state_percentile_16,state_percentile_16,state_percentile_16,state_percentile_16,state_percentile_16,state_percentile_16,state_percentile_15,state_percentile_15,state_percentile_15,state_percentile_15,state_percentile_15,state_percentile_15,state_percentile_15,state_percentile_15,stu_teach_ratio,stu_teach_ratio,stu_teach_ratio,stu_teach_ratio,stu_teach_ratio,stu_teach_ratio,stu_teach_ratio,stu_teach_ratio,avg_score_15,avg_score_15,avg_score_15,avg_score_15,avg_score_15,avg_score_15,avg_score_15,avg_score_15,avg_score_16,avg_score_16,avg_score_16,avg_score_16,avg_score_16,avg_score_16,avg_score_16,avg_score_16,full_time_teachers,full_time_teachers,full_time_teachers,full_time_teachers,full_time_teachers,full_time_teachers,full_time_teachers,full_time_teachers,percent_black,percent_black,percent_black,percent_black,percent_black,percent_black,percent_black,percent_black,percent_white,percent_white,percent_white,percent_white,percent_white,percent_white,percent_white,percent_white,percent_asian,percent_asian,percent_asian,percent_asian,percent_asian,percent_asian,percent_asian,percent_asian,percent_hispanic,percent_hispanic,percent_hispanic,percent_hispanic,percent_hispanic,percent_hispanic,percent_hispanic,percent_hispanic
count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
1.0,0.6385439350804922,0.3105682027642311,0.3074443664972497,0.7141111719616755,0.774017263932769,0.7626659504595275,0.38711880045043945,1.0,-0.8726709416360189,0.9109840500244833,-0.9529637811021378,-0.8591835604729388,-0.8446339351669633,-0.8869625497345902,-0.47530264447768356,1.0,0.905483613847232,-0.22107467588311228,0.9040379996888268,0.9168381490862282,0.9114523143243507,0.8942314464752448,0.8900464154591278,0.9995251261373934,0.9067234824342255,0.12080199207225191,0.7799029136966499,0.9285934657002365,0.9109925982460984,0.8927726577565849,0.7180192059749299,1.0,0.6874310944594728,0.48705583171943784,0.6389635402839525,0.7849715355678654,0.6981322214036473,0.5164948540909706,0.5275368352936178,0.9995251261373934,0.8747233484317005,0.18700085261568805,0.8304765007524079,0.8801312518636517,0.8815667046699689,0.8678109599059762,0.8006866359222289,1.0,0.8809963893329089,0.2757396703698818,0.8547730903973064,0.8904030405582922,0.8812555825274663,0.8800172182580732,0.8893701637232303,1.0,0.5316279583846691,0.30764193408243745,-0.302048694199737,0.8539148888497177,0.7044150350605344,0.48178822781040925,0.37100947844199206,1.0,-0.5804448204551395,-0.4856515010757494,-0.36501109527836834,-0.5621837534429218,-0.5516877415317472,-0.634138375577479,-0.10249682489956209,1.0,0.6756936929305687,-0.1676378540926554,-0.1823546678340828,0.7962006292466334,0.7299775659393415,0.5701803466399753,0.2801514295640256,1.0,0.3604553207992286,-0.4439077082206549,,0.6491336610184953,0.6129400042437415,0.5396324672214847,-0.23507294830213332,1.0,-0.8560164883499412,-0.7666100146547555,0.6312798376640762,-0.44413189442879275,-0.7346071318239746,-0.873943901418281,-0.5883815162988343
0.6385439350804922,1.0,0.8505722192393789,0.6909952064900587,0.8606594117600717,0.9120881105058684,0.9582759391064255,0.8828308999192347,0.6385439350804921,-0.7970978177034543,0.847990022353703,-0.7389645511668586,-0.8186916403955805,-0.8108707476554978,-0.7519223788914291,-0.6819626193886816,0.6385439350804921,0.8146990991968737,0.3383607829714498,0.7907608032040202,0.7942522906009074,0.8135866511524106,0.8306825946014962,0.8414831951075598,0.6400551542396418,0.8011355658674405,0.4244470973153151,0.711544459669213,0.7792932105844327,0.7989863564608698,0.8320128524847569,0.7712052812954108,0.6385439350804921,0.7371333519057841,0.36677066989118734,0.8730838682576083,0.7631707330302746,0.739198612908731,0.8975650690369753,0.40160911295311313,0.6400551542396418,0.8272055819356284,0.40207542387531925,0.8107658321705622,0.8272309447967328,0.8113766401748995,0.8521008857781109,0.8122586519000949,0.6385439350804921,0.826517002477379,0.6252690463279594,0.8191614445173541,0.8114724440407797,0.8271680487770886,0.8305994227249442,0.8401817491269219,0.6385439350804921,0.9527227180250178,0.8558083209315848,-0.09336650246327673,0.8882826459466961,0.9493598002549288,0.8814928183293492,0.8410282255443209,0.6385439350804921,-0.8719283678246665,-0.8535952365462018,-0.8548310380628337,-0.8297364138741645,-0.8585315579134598,-0.9011733253920325,-0.42241810073662656,0.6385439350804921,0.8506263562152525,0.4210278803280716,0.11914267036831305,0.8691481553583995,0.8005050029736579,0.7918953531904595,0.8289159103485655,0.6385439350804921,0.48493812146415594,-0.20949903180733706,,0.5964266326597997,0.6655169186118286,0.5562926131948716,-0.11637404189819975,0.6385439350804921,-0.6172816003471178,-0.8398069159241232,-0.009199153479782505,0.19227482797718318,-0.12621351544229548,-0.5444362703805474,-0.3330516016414066
0.3105682027642311,0.8505722192393789,1.0,0.41982683798923476,0.5748702271811156,0.6021674790890156,0.7411121876797939,0.9912559239260965,0.31056820276423125,-0.49468935611190207,0.6130709545684158,-0.37771493147633034,-0.5436163490642494,-0.5193597926095758,-0.4571654621844934,-0.2708103555890584,0.31056820276423125,0.49627232618837425,0.47036944026926714,0.46962019468034805,0.4708525105166458,0.4912927759057888,0.5236044063448057,0.5299702122252022,0.29921652094474127,0.47648897276879293,0.2118318409516459,0.42867221266677197,0.46934591258609715,0.46965503230059386,0.4981793789490906,0.44744714819653797,0.31056820276423125,0.6124326391280513,0.29818260290623616,0.6174952284825013,0.5788132095770699,0.6433350545719604,0.9606795110090314,0.2943797262127452,0.29921652094474127,0.5318517526783276,0.18832417356150777,0.48225870272354565,0.5431061951592118,0.5061327044828381,0.565157497461019,0.4941858761668507,0.31056820276423125,0.5350884278468819,0.872295452430265,0.5178034744217105,0.5120173684923846,0.5305495575654432,0.5489319477927548,0.5586674719226413,0.31056820276423125,0.7692519430529696,0.9636304798648174,-0.06835979595853632,0.552823965689494,0.6659765293112017,0.7127223789741517,0.9418074022526756,0.31056820276423125,-0.7653453602014185,-0.6663556351918868,-0.8859045580818741,-0.7221510614711769,-0.7986842043361245,-0.7981588310681926,-0.15777049628995438,0.31056820276423125,0.6600963528031941,0.699011627369802,-0.009232135324877953,0.6445581092652403,0.5839447227701536,0.6356759721746565,0.8893850090299336,0.31056820276423125,0.5628721476143911,0.18168930471243366,,0.5215112367352227,0.616116480790481,0.48988995212046993,0.1329298395909517,0.31056820276423125,-0.18498180865455766,-0.5772954925832389,-0.19540115448415102,0.628662573119247,0.33783115705242045,-0.0807804492047075,-0.25145771597295696
0.3074443664972497,0.6909952064900587,0.41982683798923476,1.0,0.7236305791067051,0.5937907973949407,0.6129247506960842,0.4018031765275589,0.3074443664972499,-0.3873027189326752,0.3691182801646872,-0.37909293330257976,-0.37738840958295916,-0.39203795137703606,-0.3231350405722844,-0.7097189380622044,0.3074443664972499,0.4082538067148683,0.26663692654852156,0.38744595298386575,0.39325991971259017,0.41506166182652443,0.4102995485713672,0.43312087270349126,0.3239274594398478,0.395788725441661,0.41788789915812424,0.38984524932734893,0.35853706282615816,0.40292000867688077,0.45626450710764516,0.399941751350236,0.3074443664972499,0.2557621896733,-0.05716926506874324,0.4938028814144654,0.3403783664845444,0.2976608538536045,0.39419589421726076,-0.014716882023269833,0.3239274594398478,0.38758323647652343,0.3520503212254211,0.4982303312553784,0.37394676296923707,0.38083372247677455,0.4162056848399266,0.4045971753410218,0.3074443664972499,0.3845656064227295,0.2717377921587484,0.38417119306919917,0.37361096616400175,0.3932562022300661,0.3782403115110391,0.39367763080296303,0.3074443664972499,0.7716657070850045,0.36210189911223634,0.5216624660312887,0.593765114484422,0.739906141014518,0.7405513430884919,0.28201880072935903,0.3074443664972499,-0.3417686466864293,-0.48777063925389286,-0.3686026251346439,-0.292360852368639,-0.29179015094658706,-0.3598223918784035,-0.36245827800326486,0.3074443664972499,0.3460646478872609,0.05628027046571534,0.1068734621325248,0.3630041625868764,0.2749074885896571,0.2852478311829267,0.38653279212703073,0.3074443664972499,0.05487785622426884,-0.3892725958717081,,0.21009717875451475,0.2257225014930606,0.1387458413907717,-0.20987110977650292,0.3074443664972499,-0.3442937738937016,-0.37679498880205486,-0.4794532170496524,0.08490576857369138,-0.05960990659244722,-0.34879370631929385,0.35711928202549936
0.7141111719616755,0.8606594117600717,0.5748702271811156,0.7236305791067051,1.0,0.872567287818123,0.7901529394201828,0.6292270955042687,0.7141111719616755,-0.871423051916363,0.8278446609288549,-0.7941391998432866,-0.8669132656197559,-0.8720680017949184,-0.8484303559510173,-0.6623811295859032,0.7141111719616755,0.8406718840911426,-0.13930919615565993,0.8494125043374489,0.8434040067527845,0.8439734241319342,0.8327807675985965,0.8325418563973153,0.7210230563997806,0.8325964065897887,0.12926748876008554,0.9097586265335212,0.8334106402365912,0.8379941957340474,0.8413640982171856,0.6736829648296861,0.7141111719616755,0.8400998391194255,0.6144605503118723,0.790275391533033,0.8919831326666808,0.8536378826896049,0.7167076277581034,0.6518388441764824,0.7210230563997806,0.8303368459634027,0.08934391473510525,0.9298436037772967,0.8299880491543011,0.8331999537993828,0.8416006206449276,0.7675015413453757,0.7141111719616755,0.8367959209093295,0.35244652352533196,0.8245626432487021,0.8320863297385539,0.8401815989570731,0.8362299431044816,0.8400015214979442,0.7141111719616755,0.7455215876613369,0.5418193686327041,-0.08382746297150268,0.9156083181829501,0.8310656429452712,0.6108798776454741,0.6094110450672885,0.7141111719616755,-0.6202917680069594,-0.6413813650993944,-0.5044696221573526,-0.5571016014607895,-0.5833974237932956,-0.6673698780943833,-0.3079567945454397,0.7141111719616755,0.6575261758123799,-0.0795759618000714,-0.1380464618642324,0.7613662673495994,0.6368228744762311,0.5414563228843163,0.4541042944652613,0.7141111719616755,0.630107487767316,-0.1204937750600525,,0.7899966078970998,0.8021567548162047,0.7520085496112034,0.12639264496267946,0.7141111719616755,-0.714817965135773,-0.7264240865660524,0.11748963444578174,-0.17142244970112175,-0.4188146423335212,-0.7115920468512372,-0.24186854770414248
0.774017263932769,0.9120881105058684,0.6021674790890156,0.5937907973949407,0.872567287818123,1.0,0.9404581279991463,0.6797838333137407,0.7740172639327694,-0.9357784787377319,0.9190748524449246,-0.9101781934038011,-0.9393439147852605,-0.9445178081410023,-0.9010358626901072,-0.835307765448576,0.7740172639327694,0.9532957554072113,0.1641198386075324,0.9394244091849091,0.9395907881942049,0.9516307321799229,0.9608471089352678,0.9679879374637829,0.7821973311910674,0.9493536239948438,0.5042295985792138,0.8374358063437263,0.9210989900371116,0.9477593448238129,0.9695612848510283,0.9434019723426456,0.7740172639327694,0.7792125358917202,0.4676914461762031,0.9704989650020301,0.8134013370395238,0.7279609113768654,0.7262816807772807,0.5228594128595694,0.7821973311910674,0.9597805004217557,0.49311403286965744,0.9394722049844133,0.9531078928561573,0.9538268168611522,0.9682382227069297,0.9710064163970293,0.7740172639327694,0.9552272398391941,0.29539088215246884,0.9627998120182244,0.9490736721296983,0.9574988170012881,0.9527827928507344,0.9542901997799915,0.7740172639327694,0.8694808974014683,0.6804173200996677,-0.33223419800342396,0.9840898413322753,0.9555326134501235,0.7864000093747563,0.7008148674171372,0.7740172639327694,-0.8837874384466103,-0.9010736690845685,-0.7428449945000358,-0.8591853638817724,-0.8461153715655378,-0.8963191778666549,-0.6042351718231687,0.7740172639327694,0.9280015630085813,0.19993587874538557,0.25902269144261436,0.9578859687839429,0.9181815877215621,0.8678191569988771,0.687636977064419,0.7740172639327694,0.4232544992058728,-0.3817276749460135,,0.5872454109664905,0.6427192079434167,0.5892770510742211,-0.2376366540119006,0.7740172639327694,-0.8780512701928752,-0.9618929032168547,0.28987214957458607,-0.1975696390993919,-0.48135439086773685,-0.8194856864084569,-0.5385774196027058
0.7626659504595275,0.9582759391064255,0.7411121876797939,0.6129247506960842,0.7901529394201828,0.9404581279991463,1.0,0.7864535348521138,0.7626659504595275,-0.8308925262575535,0.898921840893419,-0.8408969108798026,-0.8459876332914786,-0.8360234302942501,-0.790873455608593,-0.7300344509477682,0.7626659504595275,0.8803089356719478,0.3632229795412063,0.8486285369605548,0.8595842599611055,0.8800507831665713,0.8963437762575761,0.9093064810909188,0.7651042368717167,0.8709723039165053,0.5359642790150475,0.6803886475854729,0.8456940361489175,0.8683077632635134,0.9017444083539227,0.8667037641061422,0.7626659504595275,0.6693780778420709,0.2784461996153239,0.8843322718134917,0.7180445781475159,0.6566709695564211,0.80901063544416,0.3241012631795877,0.7651042368717167,0.8849512796435891,0.5474031439138229,0.8145444166902276,0.8828334045055873,0.8700800645004971,0.9036289269013021,0.8875160418911119,0.7626659504595275,0.8811801390891036,0.5435716871024661,0.8754997550827244,0.8710517846458047,0.8819842448556746,0.882758838001753,0.8941957725045832,0.7626659504595275,0.942691553952463,0.7789211305532289,-0.16492666026215977,0.9197641556658908,0.9753080213882539,0.907731031345831,0.7479851892340839,0.7626659504595275,-0.9031626874108514,-0.8726883808648854,-0.837399609057995,-0.8811925434218064,-0.8829507123056323,-0.9262955552366964,-0.460397159197812,0.7626659504595275,0.9126545340191246,0.39830397120862937,0.20741493601075137,0.9249064766523103,0.8876036626135534,0.8633002039881745,0.7996636240984627,0.7626659504595275,0.32539309881895107,-0.4288568762210835,,0.500946039275522,0.5586584429227361,0.44348051368105296,-0.3422915557661583,0.7626659504595275,-0.7373912764400079,-0.913064882990587,0.1641275167233354,0.0468107371284987,-0.2878351953210119,-0.6678897192219032,-0.45884930348457664
0.38711880045043945,0.8828308999192347,0.9912559239260965,0.4018031765275589,0.6292270955042687,0.6797838333137407,0.7864535348521138,1.0,0.38711880045043945,-0.5921891329967368,0.6932755794368782,-0.47211657145099256,-0.6387763364245274,-0.6170109081920089,-0.5575766233199947,-0.33334207957796097,0.38711880045043945,0.5898287429972039,0.4214375617022744,0.5666590496855198,0.5659012115923246,0.5841062733026098,0.6156232770546837,0.6199364220666617,0.3767669690561091,0.5720633096420767,0.23275084897294598,0.5224354892959736,0.5642595309116295,0.5648917139276395,0.5890146324422038,0.5408494306295988,0.38711880045043945,0.6948856368950198,0.38641550839680344,0.7014762109121054,0.65886484439644,0.7089317320722631,0.982049925514652,0.3883432422634764,0.3767669690561091,0.626634859683396,0.21118918180919408,0.5743401179630263,0.6370866086276958,0.6030061271939031,0.6559465327930463,0.5909801057980376,0.38711880045043945,0.6293497092922431,0.823250049717147,0.6154369068391261,0.607869069170237,0.6247906773988786,0.6422779770589864,0.6492158890004616,0.38711880045043945,0.7872274732229411,0.977094731827024,-0.17945051228001127,0.6316189092357399,0.7111277108789846,0.716653847109903,0.9735090432397573,0.38711880045043945,-0.8285763544048755,-0.7298449366524318,-0.9108979884997039,-0.7871190083223379,-0.8569420613956201,-0.8593301225025329,-0.2243666097069008,0.38711880045043945,0.7386378099000087,0.6642275318501579,0.022239472205187103,0.73000999798891,0.6724706504882121,0.7094846843577378,0.902153537475299,0.38711880045043945,0.6118861965418071,0.1596282628400162,,0.5819305836382114,0.6784593189139718,0.5653396851959168,0.12761209950297983,0.38711880045043945,-0.2946440457719533,-0.6666431950685734,-0.08691849183328268,0.5326184416908354,0.23159325544595613,-0.18796470188785214,-0.35928853928266524
1.0,0.6385439350804921,0.31056820276423125,0.3074443664972499,0.7141111719616755,0.7740172639327694,0.7626659504595275,0.38711880045043945,1.0,-0.8726709416360189,0.9109840500244833,-0.9529637811021378,-0.8591835604729388,-0.8446339351669633,-0.8869625497345902,-0.47530264447768356,1.0,0.905483613847232,-0.22107467588311228,0.9040379996888268,0.9168381490862282,0.9114523143243507,0.8942314464752448,0.8900464154591278,0.9995251261373934,0.9067234824342255,0.12080199207225191,0.7799029136966499,0.9285934657002365,0.9109925982460984,0.8927726577565849,0.7180192059749299,1.0,0.6874310944594728,0.48705583171943784,0.6389635402839525,0.7849715355678654,0.6981322214036473,0.5164948540909706,0.5275368352936178,0.9995251261373934,0.8747233484317005,0.18700085261568805,0.8304765007524079,0.8801312518636517,0.8815667046699689,0.8678109599059762,0.8006866359222289,1.0,0.8809963893329089,0.2757396703698818,0.8547730903973064,0.8904030405582922,0.8812555825274663,0.8800172182580732,0.8893701637232303,1.0,0.5316279583846691,0.30764193408243745,-0.302048694199737,0.8539148888497177,0.7044150350605344,0.48178822781040925,0.37100947844199206,1.0,-0.5804448204551395,-0.4856515010757494,-0.36501109527836834,-0.5621837534429218,-0.5516877415317472,-0.634138375577479,-0.10249682489956209,1.0,0.6756936929305687,-0.1676378540926554,-0.1823546678340828,0.7962006292466334,0.7299775659393415,0.5701803466399753,0.2801514295640256,1.0,0.3604553207992286,-0.4439077082206549,,0.6491336610184953,0.6129400042437415,0.5396324672214847,-0.23507294830213332,1.0,-0.8560164883499412,-0.7666100146547555,0.6312798376640762,-0.44413189442879275,-0.7346071318239746,-0.873943901418281,-0.5883815162988343
